movieId,title,genres,tmdbid,overview,production_countries,runtime,spoken_languages,vote_average,vote_count
809,Fled (1996),"Action,Adventure",18550,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",United States of America,98,English,5.5,214
810,Kazaam (1996),"Children,Comedy,Fantasy",11511,"When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.",United States of America,93,English,4.2,269
812,Magic Hunter (Büvös vadász) (1994),Drama,172198,"A battle-scarred, has-been Hungarian cop, tormented by his memories of nearly killing an innocent woman in his custody, enters into a Faustian pact in which he trades his soul for a handful of ""magic"" bullets that always hit the mark. A mysterious and mythical story.","Hungary,Switzerland,France",106,"Magyar,Pусский",5.1,7
813,Larger Than Life (1996),Comedy,34170,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. One day, he receives a telegram that his circus clown father has passed away and left a ""huge"" inheritance: an elephant that was his father's pride and joy. His main intention to sell the pachyderm off, Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two trek through the country Jack and the elephant develop a bond, and it changes his approach to life for the better.",United States of America,93,English,5.5,132
814,"Boy Called Hate, A (1995)",Drama,281085,"After a run-in with the law, an angry maladjusted young man starts calling himself ""Hate"". One night he saves a girl from a lusty Assistant District Attorney. He falsely accuses them of robbery, so they go on the run and make things worse.","Canada,United States of America",97,English,4.6,7
816,Two Deaths (1995),Drama,124645,"A tale of power, passion and obsession set in a politically torn Eastern European country.",United Kingdom,102,English,5.4,7
818,"Very Brady Sequel, A (1996)",Comedy,12606,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",United States of America,90,English,5.8,155
819,Stefano Quantestorie (1993),"Comedy,Drama",69895,"Stefano is now forty years old but has not yet found his purpose in life, remaining an eternal dreamer waiting for that decisive enlightenment. With his parents who have great plans for him, Stefano realizes that he lost most of his years without a real goal and thinks back to all those missed opportunities that could have led him to another path, between old loves and unexploited opportunities .",Italy,82,"Français,Italiano",6.4,10
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,35206,"In a remote Amazon jungle village, a group of angry diamond prospectors revolt when the local government undertakes a violent crackdown.","Mexico,France",105,Français,6.5,70
822,Hedd Wyn (1992),"Drama,Romance,War",151489,"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar.",United Kingdom,123,Cymraeg,5.3,9
823,"Collector, The (La collectionneuse) (1967)",Drama,4837,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",France,86,"Français,English",6.9,226
825,Regular Guys (Echte Kerle) (1996),"Comedy,Romance",9098,"Christoph, cop and self-confident macho, has trouble with his fiance. After a long night he wakes up in the arms of Edgar, a good-looking, gay auto-mechanic. His live gets more and more troublesome after his girl friend throws him out of their apartment and as last resort he moves to Edgars place. Working together with a new, good-looking, very self-confident, female collegue, but living with a good-looking gay guy makes him pretty uncertain about his sexuality and his role as a cop. Written by Konstantin Articus",Germany,100,Deutsch,5.9,24
827,"Convent, The (O Convento) (1995)",Drama,124614,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.","France,Portugal",91,"English,Français,Deutsch,Português",5.4,24
828,"Adventures of Pinocchio, The (1996)","Adventure,Children",18975,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.","Czech Republic,France,Germany,United Kingdom,United States of America",90,"English,Italiano",5.3,222
829,Joe's Apartment (1996),"Comedy,Fantasy,Musical",11962,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",United States of America,81,English,5.7,331
830,"First Wives Club, The (1996)",Comedy,2925,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",United States of America,102,English,6.7,740
831,Stonewall (1995),Drama,28628,A group of gay friends try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,"United Kingdom,United States of America",99,English,6.0,22
832,Ransom (1996),"Crime,Thriller",3595,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",United States of America,121,English,6.7,1810
833,High School High (1996),Comedy,9308,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",United States of America,86,English,5.5,195
834,Phat Beach (1996),Comedy,92381,A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun &amp; fun.,United States of America,89,English,5.5,25
835,Foxfire (1996),Drama,18555,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,United States of America,102,English,6.0,126
836,Chain Reaction (1996),"Action,Adventure,Thriller",12123,"At the University of Chicago, a research team that includes brilliant student machinist Eddie Kasalivich experiences a breakthrough: a stable form of fusion that may lead to a waste-free energy source. However, a private company wants to exploit the technology, so Kasalivich and physicist Dr. Lily Sinclair are framed for murder, and the fusion device is stolen. On the run from the FBI, they must recover the technology and exonerate themselves.",United States of America,107,English,5.7,1044
837,Matilda (1996),"Children,Comedy,Fantasy",10830,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.",United States of America,98,English,7.2,4373
838,Emma (1996),"Comedy,Drama,Romance",3573,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",United States of America,121,English,6.7,590
839,"Crow: City of Angels, The (1996)","Action,Thriller",10546,"A murder victim is brought back to life by a mysterious crow. With the help of a beautiful woman, he exacts revenge on his killers – only to realize his enemy has discovered the one weakness that can destroy him forever.",United States of America,84,English,5.5,522
840,House Arrest (1996),"Children,Comedy",18862,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems.",United States of America,108,English,5.3,126
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,31417,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.","France,Italy",84,Français,7.6,700
842,Tales from the Crypt Presents: Bordello of Blood (1996),"Comedy,Horror",9431,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",United States of America,87,"English,Español",5.9,370
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,297645,"Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband hatches a plan to tear down the local historic fortress to find a legendary hidden treasure, she finds herself drawn to a gentler, more educated man who wants to preserve it.",China,90,普通话,2.0,1
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,48144,Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.,Hong Kong,99,普通话,5.7,6
846,Flirt (1995),Drama,46986,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?","Germany,Japan,United States of America",85,"Deutsch,English,日本語",6.2,23
847,"Big Squeeze, The (1996)","Comedy,Drama",144982,"Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",United States of America,98,English,3.5,2
848,"Spitfire Grill, The (1996)",Drama,47907,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.",United States of America,117,English,6.5,61
849,Escape from L.A. (1996),"Action,Adventure,Sci-Fi,Thriller",10061,Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.,United States of America,100,English,5.9,1409
850,Cyclo (Xich lo) (1995),"Crime,Drama",36266,Follows a young cyclo driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.,"France,Hong Kong,Vietnam",123,"""Tiếng Việt""",7.0,98
851,Basquiat (1996),Drama,549,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",United States of America,107,"English,Español",6.6,271
852,Tin Cup (1996),"Comedy,Drama,Romance",10478,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,United States of America,135,English,6.0,509
853,Dingo (1991),Drama,66634,"Young John Anderson is captivated by jazz musician, Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris.","Australia,France",109,English,5.7,7
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,116690,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?",Japan,98,日本語,7.4,77
855,Every Other Weekend (Un week-end sur deux) (1990),Drama,213917,"Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail.",France,104,Français,6.6,11
856,Mille bolle blu (1993),Comedy,145925,"The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the sun, that really happened during summer of '61, and it was was fully visible from Italy. He sees his family life, a young girl who is about to marry a man she doesn't love, an old man who has just died and whose relatives fight for his inheritance, a blind trumpet player who hopes to recover, his little friends...",Italy,97,Italiano,6.4,7
857,Crows and Sparrows (Wuya yu maque) (1949),Drama,100914,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill.",China,113,普通话,5.8,6
858,"Godfather, The (1972)","Crime,Drama",238,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",United States of America,175,"English,Italiano,Latin",8.7,20446
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,159,The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.,Germany,94,Deutsch,6.2,100
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),"Action,Comedy,Crime,Thriller",11134,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,Hong Kong,96,"""广州话 / 廣州話"",English,""Bahasa melayu"",ภาษาไทย",6.8,487
862,Manny & Lo (1996),Drama,88224,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.,United States of America,88,English,5.8,30
864,"Wife, The (1995)","Comedy,Drama",132641,"Ten years into a marriage, the wife is disappointed by the husband's lack of financial success, meaning she has to work and can't treat herself and the husband finds the wife slovenly and mean-spirited: she neither cooks not cleans particularly well and is generally disagreeable. In turn, he alternately ignores her and treats her as a servant. Neither is particularly happy, not helped by their unsatisfactory lodgers. The husband is easily seduced by an ex-colleague, a widow with a small child who needs some security, and considers leaving his wife.",Japan,96,日本語,6.9,8
865,Small Faces (1996),Drama,42758,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him.",United Kingdom,108,English,6.3,26
866,Bound (1996),"Crime,Drama,Romance,Thriller",9303,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her.",United States of America,105,"English,Italiano",7.2,913
867,Carpool (1996),"Comedy,Crime",23945,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.","Canada,United States of America",89,English,5.0,78
868,Death in Brunswick (1991),Comedy,37820,"A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse.",Australia,109,English,6.0,24
869,Kansas City (1996),"Crime,Drama,Musical,Thriller",22479,A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,United States of America,116,English,6.3,80
870,Gone Fishin' (1997),Comedy,9054,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.,United States of America,94,English,4.8,144
872,Vive L'Amour (Ai qing wan sui) (1994),Drama,11985,"Three lonely young denizens of Taipei unknowingly share an apartment: May, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-kang, who's stolen the key and uses the apartment as a retreat.",Taiwan,118,普通话,7.2,124
873,Shadow of Angels (Schatten der Engel) (1976),Drama,10232,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.","Switzerland,Germany",101,Deutsch,4.0,7
874,Killer: A Journal of Murder (1995),"Crime,Drama",59569,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.",United States of America,91,English,5.9,45
875,Nothing to Lose (1994),"Action,Crime,Drama",410921,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",Canada,83,English,2.0,2
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),"Action,Comedy,Crime,Thriller",38955,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",Hong Kong,104,"""广州话 / 廣州話"",English",5.7,86
877,Girls Town (1996),"Comedy,Drama",110513,The death of a friend galvanizes three high school young women to reassess their friendship and their lives.,United States of America,90,English,6.1,8
879,"Relic, The (1997)","Horror,Thriller",11015,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,"Germany,Japan,United Kingdom,United States of America",110,English,6.0,520
880,"Island of Dr. Moreau, The (1996)","Sci-Fi,Thriller",9306,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,United States of America,96,English,4.9,503
881,First Kid (1996),"Children,Comedy",12559,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",United States of America,101,"Français,English,Español",5.7,182
882,"Trigger Effect, The (1996)","Drama,Thriller",58770,"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",United States of America,94,"English,Italiano",5.8,102
884,Sweet Nothing (1996),Drama,124851,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control.",United States of America,89,English,6.5,6
885,Bogus (1996),"Children,Drama,Fantasy",3587,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",United States of America,110,English,5.8,230
886,Bulletproof (1996),"Action,Comedy,Crime",10723,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",United States of America,84,English,5.7,572
887,Talk of Angels (1998),Drama,56077,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland","Spain,United States of America",96,English,5.8,18
888,Land Before Time III: The Time of the Great Giving (1995),"Adventure,Animation,Children,Musical",19004,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.","South Korea,United States of America",70,English,6.2,376
889,1-900 (06) (1994),"Drama,Romance",101230,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by",Netherlands,87,"Nederlands,English",4.8,5
890,Baton Rouge (Bâton rouge) (1988),Thriller,253632,"Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles.",Spain,90,Español,5.0,9
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),"Horror,Thriller",10987,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers.",United States of America,88,English,5.2,1085
892,Twelfth Night (1996),"Comedy,Drama,Romance",44705,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.","United Kingdom,Ireland,United States of America",134,English,6.9,79
893,Mother Night (1996),Drama,20318,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",United States of America,114,"Deutsch,English",6.7,47
894,Liebelei (1933),Romance,43596,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",Germany,88,Deutsch,7.0,31
895,Venice/Venice (1992),Drama,79782,An atmospheric coming-of-age story featuring an imaginative young boy named Marek who dreams of escaping an increasingly dangerous Poland on the eve of war for beautiful Venice.,Poland,110,"Český,Deutsch,Polski,Pусский",7.0,15
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,26933,"As the Algerian War draws to a close, a teenager with a girlfriend starts feeling homosexual urges for two of his classmates: a country boy, and a French-Algerian intellectual.",France,115,Français,7.1,124
897,For Whom the Bell Tolls (1943),"Adventure,Drama,Romance,War",27854,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress.,United States of America,170,"Español,English",6.5,186
898,"Philadelphia Story, The (1940)","Comedy,Drama,Romance",981,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",United States of America,113,"English,Français",7.6,849
899,Singin' in the Rain (1952),"Comedy,Musical,Romance",872,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",United States of America,103,English,8.2,3099
900,"American in Paris, An (1951)","Musical,Romance",2769,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.",United States of America,113,"English,Français,Deutsch",7.0,561
901,Funny Face (1957),"Comedy,Musical",13320,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,United States of America,103,English,7.0,665
902,Breakfast at Tiffany's (1961),"Drama,Romance",164,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",United States of America,115,"English,Português",7.7,4121
903,Vertigo (1958),"Drama,Mystery,Romance,Thriller",426,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",United States of America,128,English,8.2,5672
904,Rear Window (1954),"Mystery,Thriller",567,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,United States of America,112,English,8.4,6422
905,It Happened One Night (1934),"Comedy,Romance",3078,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,United States of America,105,English,7.8,1226
906,Gaslight (1944),"Drama,Thriller",13528,A newlywed fears she's going mad when strange things start happening at the family mansion.,United States of America,114,English,7.5,480
907,"Gay Divorcee, The (1934)","Comedy,Musical,Romance",28288,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",United States of America,107,English,6.9,118
908,North by Northwest (1959),"Action,Adventure,Mystery,Romance,Thriller",213,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",United States of America,136,English,8.0,4051
909,"Apartment, The (1960)","Comedy,Drama,Romance",284,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",United States of America,125,English,8.2,2257
910,Some Like It Hot (1959),"Comedy,Crime",239,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",United States of America,122,English,8.1,3422
911,Charade (1963),"Comedy,Crime,Mystery,Romance,Thriller",4808,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.",United States of America,113,"English,Français,Deutsch,Italiano",7.7,1363
912,Casablanca (1942),"Drama,Romance",289,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",United States of America,102,"Deutsch,Français,Italiano,English",8.2,5372
913,"Maltese Falcon, The (1941)","Film-Noir,Mystery",963,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",United States of America,100,English,7.7,1651
